Sentence-IPA	Sentence Orthography	Sentence ID	Dialogue	Notes	Speaker ID	Stress of target	Focus type	Dialect	Dialogue element	File path
mɑɾjɑmə «hinoɾen» əsɑv	Մարիամը «հինօրէն» ըսաւ։	sp19_d450_s1a_tS_a	sp19_d450_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «hinoɾen» əsɑv	Ո՞վ «հինօրէն» ըսաւ։	sp19_d450_s1a_tS_q	sp19_d450_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑʃelə» əsɑv	Մարիամը «քաշելը» ըսաւ։	sp19_d451_s2_tS_a	sp19_d451_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «kɑʃelə» əsɑv	Ո՞վ «քաշելը» ըսաւ։	sp19_d451_s2_tS_q	sp19_d451_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃeɾu» əsɑv	Մարիամը «քիչերու» ըսաւ։	sp19_d452_s3_tO_a	sp19_d452_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d452_s3_tO_q	sp19_d452_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiteɾu» əsɑv	Մարիամը «քիթերու» ըսաւ։	sp19_d453_s3_tS_a	sp19_d453_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «kiteɾu» əsɑv	Ո՞վ «քիթերու» ըսաւ։	sp19_d453_s3_tS_q	sp19_d453_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑʃelə» əsɑv	Մարիամը «քաշելը» ըսաւ	sp19_d454_s2_tV_a	sp19_d454_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d454_s2_tV_i	sp19_d454_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d454_s2_tV_n	sp19_d454_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kɑʃelə» ɡɑɾtɑt͡s	Մարիամը «քաշելը» կարդա՞ց։	sp19_d454_s2_tV_q	sp19_d454_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑnuti» əsɑv	Մարիամը «խանութի» ըսաւ	sp19_d455_s3_tV_a	sp19_d455_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d455_s3_tV_i	sp19_d455_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d455_s3_tV_n	sp19_d455_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «χɑnuti» ɡɑɾtɑt͡s	Մարիամը «խանութի» կարդա՞ց։	sp19_d455_s3_tV_q	sp19_d455_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾu» əsɑv	Մարիամը «շիշերու» ըսաւ։	sp19_d456_s3_tS_a	sp19_d456_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «ʃiʃeɾu» əsɑv	Ո՞վ «շիշերու» ըսաւ։	sp19_d456_s3_tS_q	sp19_d456_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃoɾen» əsɑv	Մարիամը «քիչօրէն» ըսաւ։	sp19_d457_s1a_tO_a	sp19_d457_s1a_tO		sp19	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃoɾen» əsɑv	Մարիամը «քիչօրէն» ըսաւ։	sp19_d457_s1a_tO_a_r	sp19_d457_s1a_tO	repeated	sp19	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d457_s1a_tO_q	sp19_d457_s1a_tO		sp19	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «nɑχoɾen» əsɑv	Մարիամը «նախօրէն» ըսաւ	sp19_d458_s1a_tV_a	sp19_d458_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d458_s1a_tV_i	sp19_d458_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d458_s1a_tV_n	sp19_d458_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «nɑχoɾen» ɡɑɾtɑt͡s	Մարիամը «նախօրէն» կարդա՞ց։	sp19_d458_s1a_tV_q	sp19_d458_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒelu» əsɑv	Մարիամը «բուժելու» ըսաւ։	sp19_d459_s3_tO_a	sp19_d459_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d459_s3_tO_q	sp19_d459_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑdiɡi» əsɑv	Մարիամը «հատիկի» ըսաւ	sp19_d46_s3_tV_a	sp19_d46_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d46_s3_tV_i	sp19_d46_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d46_s3_tV_n	sp19_d46_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hɑdiɡi» ɡɑɾtɑt͡s	Մարիամը «հատիկի» կարդա՞ց։	sp19_d46_s3_tV_q	sp19_d46_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑduɡə» əsɑv	Մարիամը «յատուկը» ըսաւ։	sp19_d47_s2_tO_a	sp19_d47_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə «hɑduɡə» əsɑv	Մարիամը «յատուկը» ըսաւ։	sp19_d47_s2_tO_a_r1	sp19_d47_s2_tO	repeated	sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d47_s2_tO_q	sp19_d47_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑdiɡət» əsɑv	Մարիամը «հատիկդ» ըսաւ։	sp19_d48r_s2t_tO_a	sp19_d48r_s2t_tO		sp19	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d48r_s2t_tO_q	sp19_d48r_s2t_tO		sp19	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑdiɡit» əsɑv	Մարիամը «հատիկիդ» ըսաւ։	sp19_d48w_s3_tO_a	sp19_d48w_s3_tO	misread the word [hɑdiɡət] as [hɑdiɡit]	sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d48w_s3_tO_q	sp19_d48w_s3_tO	misread the word [hɑdiɡət] as [hɑdiɡit]	sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑnuɡət» əsɑv	Մարիամը «մանուկդ» ըսաւ։	sp19_d49_s2t_tS_a_0	sp19_d49_s2t_tS	wrong focus	sp19	penultimate stress (-ət)	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «mɑnuɡət» əsɑv	Ո՞վ «մանուկդ» ըսաւ։	sp19_d49_s2t_tS_q	sp19_d49_s2t_tS		sp19	penultimate stress (-ət)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «sudeɾu» əsɑv	Մարիամը «սուտերու» ըսաւ։	sp19_d5_s3_tO_a	sp19_d5_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d5_s3_tO_q	sp19_d5_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑnuɡi» əsɑv	Մարիամը «մանուկի» ըսաւ	sp19_d50_s3_tV_a	sp19_d50_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d50_s3_tV_i	sp19_d50_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d50_s3_tV_n	sp19_d50_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «mɑnuɡi» ɡɑɾtɑt͡s	Մարիամը «մանուկի» կարդա՞ց։	sp19_d50_s3_tV_q	sp19_d50_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑnuɡi» ɡɑɾtɑt͡s	Մարիամը «մանուկի» կարդա՞ց։	sp19_d50_s3_tV_q_r1	sp19_d50_s3_tV	repeated	sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusi» əsɑv	Մարիամը «Յիսուսի» ըսաւ։	sp19_d51_s3_tO_a	sp19_d51_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d51_s3_tO_q	sp19_d51_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡soɾen» əsɑv	Մարիամը «բացօրէն» ըսաւ	sp19_d52_s1a_tV_a	sp19_d52_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d52_s1a_tV_i	sp19_d52_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d52_s1a_tV_n	sp19_d52_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡soɾen» ɡɑɾtɑt͡s	Մարիամը «բացօրէն» կարդա՞ց։	sp19_d52_s1a_tV_q_0	sp19_d52_s1a_tV	wrong focus	sp19	initial stress (adverb)	verb focus	WA	question	data/data-severe-issues/focus-wrong-intonation/WA
mɑɾjɑmə «pɑt͡soɾen» əsɑv	Մարիամը «բացօրէն» ըսաւ	sp19_d52r_s1a_tV_a	sp19_d52r_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d52r_s1a_tV_i	sp19_d52r_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d52r_s1a_tV_n	sp19_d52r_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡soɾen» ɡɑɾtɑt͡s	Մարիամը «բացօրէն» կարդա՞ց։	sp19_d52r_s1a_tV_q	sp19_d52r_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» əsɑv	Մարիամը «քիթերը» ըսաւ	sp19_d53_s2_tV_a	sp19_d53_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d53_s2_tV_i	sp19_d53_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d53_s2_tV_n	sp19_d53_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» ɡɑɾtɑt͡s	Մարիամը «քիթերը» կարդա՞ց։	sp19_d53_s2_tV_q	sp19_d53_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑʃɑɡi» əsɑv	Մարիամը «ճաշակի» ըսաւ	sp19_d54_s3_tV_a	sp19_d54_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d54_s3_tV_i	sp19_d54_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d54_s3_tV_n	sp19_d54_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑʃɑɡi» ɡɑɾtɑt͡s	Մարիամը «ճաշակի» կարդա՞ց։	sp19_d54_s3_tV_q	sp19_d54_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃeɾu» əsɑv	Մարիամը «քիչերու» ըսաւ։	sp19_d55_s3_tS_a_0	sp19_d55_s3_tS	wrong focus	sp19	final stress	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «kit͡ʃeɾu» əsɑv	Ո՞վ «քիչերու» ըսաւ։	sp19_d55_s3_tS_q	sp19_d55_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑteɾə» əsɑv	Մարիամը «բաթերը» ըսաւ։	sp19_d56w_s2_tO_a	sp19_d56w_s2_tO	misread the target word [puteɾə] as [pɑteɾə]	sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d56w_s2_tO_q	sp19_d56w_s2_tO	misread the target word [puteɾə] as [pɑteɾə]	sp19	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑnuti» əsɑv	Մարիամը «խանութի» ըսաւ։	sp19_d57_s3_tS_a_0	sp19_d57_s3_tS	wrong focus	sp19	final stress	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «χɑnuti» əsɑv	Ո՞վ «խանութի» ըսաւ։	sp19_d57_s3_tS_q	sp19_d57_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tukeɾə» əsɑv	Մարիամը «թուքերը» ըսաւ։	sp19_d58_s2_tS_a_0	sp19_d58_s2_tS	wrong focus	sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «tukeɾə» əsɑv	Ո՞վ «թուքերը» ըսաւ։	sp19_d58_s2_tS_q	sp19_d58_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pobiɡə» əsɑv	Մարիամը «բոպիկը» ըսաւ	sp19_d59_s2_tV_a	sp19_d59_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d59_s2_tV_i	sp19_d59_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d59_s2_tV_n	sp19_d59_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pobiɡə» ɡɑɾtɑt͡s	Մարիամը «բոպիկը» կարդա՞ց։	sp19_d59_s2_tV_q	sp19_d59_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑduɡi» əsɑv	Մարիամը «յատուկի» ըսաւ։	sp19_d6_s3_tS_a_0	sp19_d6_s3_tS	wrong focus	sp19	final stress	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «hɑduɡi» əsɑv	Ո՞վ «յատուկի» ըսաւ։	sp19_d6_s3_tS_q	sp19_d6_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾə» əsɑv	Մարիամը «շիշերը» ըսաւ։	sp19_d60_s2_tO_a	sp19_d60_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d60_s2_tO_q	sp19_d60_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃɑpɑtə» əsɑv	Մարիամը «շաբաթը» ըսաւ	sp19_d61_s2_tV_a	sp19_d61_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d61_s2_tV_i	sp19_d61_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d61_s2_tV_n	sp19_d61_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ʃɑpɑtə» ɡɑɾtɑt͡s	Մարիամը «շաբաթը» կարդա՞ց։	sp19_d61_s2_tV_q	sp19_d61_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tidelu» əsɑv	Մարիամը «դիտելու» ըսաւ	sp19_d62_s3_tV_a	sp19_d62_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d62_s3_tV_i	sp19_d62_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d62_s3_tV_n	sp19_d62_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «tidelu» ɡɑɾtɑt͡s	Մարիամը «դիտելու» կարդա՞ց։	sp19_d62_s3_tV_q	sp19_d62_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃudoɾen» əsɑv	Մարիամը «շուտօրէն» ըսաւ	sp19_d63_s1a_tV_a	sp19_d63_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d63_s1a_tV_i	sp19_d63_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d63_s1a_tV_n	sp19_d63_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ʃudoɾen» ɡɑɾtɑt͡s	Մարիամը «շուտօրէն» կարդա՞ց։	sp19_d63_s1a_tV_q	sp19_d63_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusi» əsɑv	Մարիամը «Յիսուսի» ըսաւ	sp19_d64_s3_tV_a	sp19_d64_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d64_s3_tV_i	sp19_d64_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d64_s3_tV_n	sp19_d64_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hisusi» ɡɑɾtɑt͡s	Մարիամը «Յիսուսի» կարդա՞ց։	sp19_d64_s3_tV_q	sp19_d64_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «inneɾoɾt» əsɑv	Մարիամը «իններորդ» ըսաւ	sp19_d65_s1o_tV_a	sp19_d65_s1o_tV		sp19	initial stress (ordinal)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d65_s1o_tV_i	sp19_d65_s1o_tV		sp19	initial stress (ordinal)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d65_s1o_tV_n	sp19_d65_s1o_tV		sp19	initial stress (ordinal)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «inneɾoɾt» ɡɑɾtɑt͡s	Մարիամը «իններորդ» կարդա՞ց։	sp19_d65_s1o_tV_q	sp19_d65_s1o_tV		sp19	initial stress (ordinal)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusi» əsɑv	Մարիամը «Յիսուսի» ըսաւ։	sp19_d66w_s3_tS_a	sp19_d66w_s3_tS	misread the target word [hisusə] as [hisusi]	sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «hisusi» əsɑv	Ո՞վ «Յիսուսի» ըսաւ։	sp19_d66w_s3_tS_q	sp19_d66w_s3_tS	misread the target word [hisusə] as [hisusi]	sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
ov «hisusi» əsɑv	Ո՞վ «Յիսուսի» ըսաւ։	sp19_d66w_s3_tS_q_r1	sp19_d66w_s3_tS	repeated, misread the target word [hisusə] as [hisusi]	sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «bɑdiʒəs» əsɑv	Մարիամը «պատիժս» ըսաւ	sp19_d67_s2s_tV_a	sp19_d67_s2s_tV		sp19	penultimate stress (-əs)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d67_s2s_tV_i	sp19_d67_s2s_tV		sp19	penultimate stress (-əs)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d67_s2s_tV_n	sp19_d67_s2s_tV		sp19	penultimate stress (-əs)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «bɑdiʒəs» ɡɑɾtɑt͡s	Մարիամը «պատիժս» կարդա՞ց։	sp19_d67_s2s_tV_q	sp19_d67_s2s_tV		sp19	penultimate stress (-əs)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡoɡiɡi» əsɑv	Մարիամը «կոկիկի» ըսաւ	sp19_d68_s3_tV_a	sp19_d68_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d68_s3_tV_i	sp19_d68_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d68_s3_tV_n	sp19_d68_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ɡoɡiɡi» ɡɑɾtɑt͡s	Մարիամը «կոկիկի» կարդա՞ց։	sp19_d68_s3_tV_q	sp19_d68_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusə» əsɑv	Մարիամը «Յիսուսը» ըսաւ	sp19_d69_s2_tV_a	sp19_d69_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d69_s2_tV_i	sp19_d69_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d69_s2_tV_n	sp19_d69_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hisusə» ɡɑɾtɑt͡s	Մարիամը «Յիսուսը» կարդա՞ց։	sp19_d69_s2_tV_q	sp19_d69_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» əsɑv	Մարիամը «քիթերը» ըսաւ։	sp19_d7_s2_tS_a_0	sp19_d7_s2_tS	wrong focus	sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «kiteɾə» əsɑv	Ո՞վ «քիթերը» ըսաւ։	sp19_d7_s2_tS_q	sp19_d7_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «t͡ʃutɑɡəs» əsɑv	Մարիամը «ջութակս» ըսաւ։	sp19_d70_s2s_tS_a_0	sp19_d70_s2s_tS	wrong focus	sp19	penultimate stress (-əs)	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «t͡ʃutɑɡəs» əsɑv	Ո՞վ «ջութակս» ըսաւ։	sp19_d70_s2s_tS_q	sp19_d70_s2s_tS		sp19	penultimate stress (-əs)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑduɡi» əsɑv	Մարիամը «յատուկի» ըսաւ	sp19_d71_s3_tV_a	sp19_d71_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d71_s3_tV_i	sp19_d71_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d71_s3_tV_n	sp19_d71_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hɑduɡi» ɡɑɾtɑt͡s	Մարիամը «յատուկի» կարդա՞ց։	sp19_d71_s3_tV_q	sp19_d71_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃoɾen» əsɑv	Մարիամը «քիչօրէն» ըսաւ։	sp19_d72_s1a_tS_a	sp19_d72_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «kit͡ʃoɾen» əsɑv	Ո՞վ «քիչօրէն» ըսաւ։	sp19_d72_s1a_tS_q	sp19_d72_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑɡɑdi» əsɑv	Մարիամը «ճակատի» ըսաւ։	sp19_d73_s3_tS_a	sp19_d73_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «d͡ʒɑɡɑdi» əsɑv	Ո՞վ «ճակատի» ըսաւ։	sp19_d73_s3_tS_q	sp19_d73_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
